"Year","GEO","DGUID","Gender (3a)","Economic family characteristics of persons (13)","Statistics (6C)","Age (8)","Individual MBM poverty status (7)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","Total - Age","Poverty status - not applicable","","0","units","0","","2350.3.1.4.1.2","760","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","Total - Age","Poverty status - applicable","","0","units","0","","2350.3.1.4.1.3","68710","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","Total - Age","In poverty","","0","units","0","","2350.3.1.4.1.4","10150","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","Total - Age","Not in poverty","","0","units","0","","2350.3.1.4.1.5","58560","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","Total - Age","Poverty rate (%)","","0","units","0","","2350.3.1.4.1.6","14.8","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","Total - Age","Average poverty gap ratio (%)","","0","units","0","","2350.3.1.4.1.7","30.8","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Total - Individual MBM poverty status","","0","units","0","","2350.3.1.4.2.1","11800","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Poverty status - not applicable","","0","units","0","","2350.3.1.4.2.2","135","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Poverty status - applicable","","0","units","0","","2350.3.1.4.2.3","11660","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","0 to 17 years","In poverty","","0","units","0","","2350.3.1.4.2.4","2175","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Not in poverty","","0","units","0","","2350.3.1.4.2.5","9490","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Poverty rate (%)","","0","units","0","","2350.3.1.4.2.6","18.7","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Average poverty gap ratio (%)","","0","units","0","","2350.3.1.4.2.7","27.3","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Total - Individual MBM poverty status","","0","units","0","","2350.3.1.4.3.1","3865","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Poverty status - not applicable","","0","units","0","","2350.3.1.4.3.2","40","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Poverty status - applicable","","0","units","0","","2350.3.1.4.3.3","3825","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","0 to 5 years","In poverty","","0","units","0","","2350.3.1.4.3.4","770","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Not in poverty","","0","units","0","","2350.3.1.4.3.5","3055","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Poverty rate (%)","","0","units","0","","2350.3.1.4.3.6","20.1","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Average poverty gap ratio (%)","","0","units","0","","2350.3.1.4.3.7","22.8","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Total - Individual MBM poverty status","","0","units","0","","2350.3.1.4.4.1","7930","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Poverty status - not applicable","","0","units","0","","2350.3.1.4.4.2","95","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Poverty status - applicable","","0","units","0","","2350.3.1.4.4.3","7840","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","6 to 17 years","In poverty","","0","units","0","","2350.3.1.4.4.4","1400","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Not in poverty","","0","units","0","","2350.3.1.4.4.5","6440","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Poverty rate (%)","","0","units","0","","2350.3.1.4.4.6","17.9","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Average poverty gap ratio (%)","","0","units","0","","2350.3.1.4.4.7","29.7","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Total - Individual MBM poverty status","","0","units","0","","2350.3.1.4.5.1","6100","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Poverty status - not applicable","","0","units","0","","2350.3.1.4.5.2","70","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Poverty status - applicable","","0","units","0","","2350.3.1.4.5.3","6030","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","18 to 24 years","In poverty","","0","units","0","","2350.3.1.4.5.4","1765","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Not in poverty","","0","units","0","","2350.3.1.4.5.5","4265","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Poverty rate (%)","","0","units","0","","2350.3.1.4.5.6","29.3","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Average poverty gap ratio (%)","","0","units","0","","2350.3.1.4.5.7","43.6","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Total - Individual MBM poverty status","","0","units","0","","2350.3.1.4.6.1","24400","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Poverty status - not applicable","","0","units","0","","2350.3.1.4.6.2","295","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Poverty status - applicable","","0","units","0","","2350.3.1.4.6.3","24110","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","25 to 54 years","In poverty","","0","units","0","","2350.3.1.4.6.4","3735","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Not in poverty","","0","units","0","","2350.3.1.4.6.5","20375","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Poverty rate (%)","","0","units","0","","2350.3.1.4.6.6","15.5","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Average poverty gap ratio (%)","","0","units","0","","2350.3.1.4.6.7","29.4","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Total - Individual MBM poverty status","","0","units","0","","2350.3.1.4.7.1","11620","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Poverty status - not applicable","","0","units","0","","2350.3.1.4.7.2","130","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Poverty status - applicable","","0","units","0","","2350.3.1.4.7.3","11495","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","55 to 64 years","In poverty","","0","units","0","","2350.3.1.4.7.4","1500","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Not in poverty","","0","units","0","","2350.3.1.4.7.5","9995","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Poverty rate (%)","","0","units","0","","2350.3.1.4.7.6","13.0","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Average poverty gap ratio (%)","","0","units","0","","2350.3.1.4.7.7","33.0","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","65 years and over","Total - Individual MBM poverty status","","0","units","0","","2350.3.1.4.8.1","15550","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","65 years and over","Poverty status - not applicable","","0","units","0","","2350.3.1.4.8.2","135","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","65 years and over","Poverty status - applicable","","0","units","0","","2350.3.1.4.8.3","15415","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","65 years and over","In poverty","","0","units","0","","2350.3.1.4.8.4","980","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","65 years and over","Not in poverty","","0","units","0","","2350.3.1.4.8.5","14435","","","","0"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","65 years and over","Poverty rate (%)","","0","units","0","","2350.3.1.4.8.6","6.4","","","","1"
"2021","Peterborough","2021A00033515","Women+","Total - Persons by selected economic family characteristics","2015","65 years and over","Average poverty gap ratio (%)","","0","units","0","","2350.3.1.4.8.7","16.9","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","Total - Age","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.1.1.1","4535","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","Total - Age","Poverty status - applicable","","0","units","0","","2351.1.1.1.1.3","4535","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","Total - Age","In poverty","","0","units","0","","2351.1.1.1.1.4","260","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","Total - Age","Not in poverty","","0","units","0","","2351.1.1.1.1.5","4275","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","Total - Age","Poverty rate (%)","","0","units","0","","2351.1.1.1.1.6","5.7","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","Total - Age","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.1.1.7","28.2","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","0 to 17 years","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.1.2.1","870","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","0 to 17 years","Poverty status - applicable","","0","units","0","","2351.1.1.1.2.3","870","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","0 to 17 years","In poverty","","0","units","0","","2351.1.1.1.2.4","45","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","0 to 17 years","Not in poverty","","0","units","0","","2351.1.1.1.2.5","825","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","0 to 17 years","Poverty rate (%)","","0","units","0","","2351.1.1.1.2.6","5.2","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","0 to 17 years","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.1.2.7","25.0","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","0 to 5 years","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.1.3.1","280","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","0 to 5 years","Poverty status - applicable","","0","units","0","","2351.1.1.1.3.3","280","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","0 to 5 years","Not in poverty","","0","units","0","","2351.1.1.1.3.5","255","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","0 to 5 years","Poverty rate (%)","","0","units","0","","2351.1.1.1.3.6","0.0","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","0 to 5 years","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.1.3.7","0.0","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.1.4.1","590","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Poverty status - applicable","","0","units","0","","2351.1.1.1.4.3","590","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","6 to 17 years","In poverty","","0","units","0","","2351.1.1.1.4.4","20","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Not in poverty","","0","units","0","","2351.1.1.1.4.5","565","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Poverty rate (%)","","0","units","0","","2351.1.1.1.4.6","3.4","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.1.4.7","22.0","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.1.5.1","295","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Poverty status - applicable","","0","units","0","","2351.1.1.1.5.3","295","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","18 to 24 years","In poverty","","0","units","0","","2351.1.1.1.5.4","30","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Not in poverty","","0","units","0","","2351.1.1.1.5.5","260","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Poverty rate (%)","","0","units","0","","2351.1.1.1.5.6","10.2","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.1.5.7","0.0","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.1.6.1","1610","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Poverty status - applicable","","0","units","0","","2351.1.1.1.6.3","1610","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","25 to 54 years","In poverty","","0","units","0","","2351.1.1.1.6.4","90","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Not in poverty","","0","units","0","","2351.1.1.1.6.5","1520","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Poverty rate (%)","","0","units","0","","2351.1.1.1.6.6","5.6","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.1.6.7","33.5","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.1.7.1","740","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Poverty status - applicable","","0","units","0","","2351.1.1.1.7.3","740","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","55 to 64 years","In poverty","","0","units","0","","2351.1.1.1.7.4","60","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Not in poverty","","0","units","0","","2351.1.1.1.7.5","680","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Poverty rate (%)","","0","units","0","","2351.1.1.1.7.6","8.1","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.1.7.7","34.0","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","65 years and over","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.1.8.1","1020","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","65 years and over","Poverty status - applicable","","0","units","0","","2351.1.1.1.8.3","1020","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","65 years and over","In poverty","","0","units","0","","2351.1.1.1.8.4","35","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","65 years and over","Not in poverty","","0","units","0","","2351.1.1.1.8.5","985","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","65 years and over","Poverty rate (%)","","0","units","0","","2351.1.1.1.8.6","3.4","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2020","65 years and over","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.1.8.7","0.0","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","Total - Age","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.4.1.1","3980","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","Total - Age","Poverty status - applicable","","0","units","0","","2351.1.1.4.1.3","3980","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","Total - Age","In poverty","","0","units","0","","2351.1.1.4.1.4","465","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","Total - Age","Not in poverty","","0","units","0","","2351.1.1.4.1.5","3510","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","Total - Age","Poverty rate (%)","","0","units","0","","2351.1.1.4.1.6","11.7","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","Total - Age","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.4.1.7","30.3","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.4.2.1","800","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Poverty status - applicable","","0","units","0","","2351.1.1.4.2.3","800","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 17 years","In poverty","","0","units","0","","2351.1.1.4.2.4","115","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Not in poverty","","0","units","0","","2351.1.1.4.2.5","685","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Poverty rate (%)","","0","units","0","","2351.1.1.4.2.6","14.4","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.4.2.7","28.8","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.4.3.1","245","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Poverty status - applicable","","0","units","0","","2351.1.1.4.3.3","245","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 5 years","In poverty","","0","units","0","","2351.1.1.4.3.4","40","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Not in poverty","","0","units","0","","2351.1.1.4.3.5","205","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Poverty rate (%)","","0","units","0","","2351.1.1.4.3.6","16.3","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.4.3.7","0.0","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.4.4.1","555","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Poverty status - applicable","","0","units","0","","2351.1.1.4.4.3","555","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","6 to 17 years","In poverty","","0","units","0","","2351.1.1.4.4.4","75","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Not in poverty","","0","units","0","","2351.1.1.4.4.5","480","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Poverty rate (%)","","0","units","0","","2351.1.1.4.4.6","13.5","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.4.4.7","32.0","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.4.5.1","285","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Poverty status - applicable","","0","units","0","","2351.1.1.4.5.3","285","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","18 to 24 years","In poverty","","0","units","0","","2351.1.1.4.5.4","50","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Not in poverty","","0","units","0","","2351.1.1.4.5.5","235","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Poverty rate (%)","","0","units","0","","2351.1.1.4.5.6","17.5","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.4.5.7","29.0","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.4.6.1","1455","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Poverty status - applicable","","0","units","0","","2351.1.1.4.6.3","1455","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","25 to 54 years","In poverty","","0","units","0","","2351.1.1.4.6.4","165","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Not in poverty","","0","units","0","","2351.1.1.4.6.5","1290","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Poverty rate (%)","","0","units","0","","2351.1.1.4.6.6","11.3","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.4.6.7","32.4","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.4.7.1","690","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Poverty status - applicable","","0","units","0","","2351.1.1.4.7.3","690","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","55 to 64 years","In poverty","","0","units","0","","2351.1.1.4.7.4","110","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Not in poverty","","0","units","0","","2351.1.1.4.7.5","580","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Poverty rate (%)","","0","units","0","","2351.1.1.4.7.6","15.9","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Average poverty gap ratio (%)","","0","units","0","","2351.1.1.4.7.7","34.0","","","","1"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","65 years and over","Total - Individual MBM poverty status","","0","units","0","","2351.1.1.4.8.1","740","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","65 years and over","Poverty status - applicable","","0","units","0","","2351.1.1.4.8.3","740","","","","0"
"2021","Asphodel-Norwood","2021A00053515003","Total - Gender","Total - Persons by selected economic family characteristics","2015","65 years and over","In poverty","","0","units","0","","2351.1.1.4.8.4","25","","","","0"
